"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","Decade"
"Si Dios Me Quita la Vida","Javier Solís","spotify:track:3El6BHXwSSKD8fXyQPfEn8",0.603,0.288,0,-10.092,1,0.0288,0.888,2.51e-05,0.0976,0.559,96.124,181800,4,52.06717,8,0,"1960"
"Despacito","Amalia Mendoza","spotify:track:6G1tQayiKPVo3pZtF2Ahx7",0.486,0.285,10,-11.778,1,0.0716,0.663,0,0.417,0.491,81.804,150373,3,106.88552,5,0,"1960"
"El Mudo","La Sonora Santanera","spotify:track:4r2RT5xE4vZNRBL9Yf1HYB",0.543,0.657,3,-6.157,1,0.0691,0.855,1.32e-05,0.0311,0.97,93.717,141773,4,49.40167,6,0,"1960"
"Interior Student Cafe","Maurice Jarre","spotify:track:2tBaAOiUXWKu18xT44ww4s",0.385,0.242,7,-12.109,1,0.0279,0.672,0.0747,0.156,0.529,95.167,96333,3,36.78021,5,0,"1960"
"Easy To Be Hard","Three Dog Night","spotify:track:2XZEAYYRMBvkY7c2Z8YGox",0.333,0.458,4,-12.456,0,0.0344,0.0875,8.2e-06,0.0857,0.374,88.299,190360,4,56.52675,10,1,"1960"
"Goin' Away","The Fireballs","spotify:track:2rg6y8TaFlvNYvZc1wzPF7",0.653,0.38,5,-16.875,1,0.0291,0.0497,0.922,0.0944,0.907,124.888,152440,4,36.8631,9,1,"1960"
"Silent Night, Holy Night","Mahalia Jackson","spotify:track:0Sn8vim5lTr9xPeC1hqBrD",0.202,0.0246,3,-20.881,1,0.033,0.978,0.00183,0.149,0.103,95.346,302800,3,77.19816,12,1,"1960"
"Listen To The Wind","Yusef Lateef","spotify:track:3x6m8rCOU3DSYiauPqjouC",0.408,0.44,11,-12.274,1,0.0412,0.651,0.0122,0.0977,0.422,97.43,372067,4,42.28541,17,0,"1960"
"Surfin' U.S.A.","The Beach Boys","spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b",0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,149373,4,38.3035,8,1,"1960"
"Summer In The City","The Lovin' Spoonful","spotify:track:7AzFID6u1b3zIWbd9pb8Dk",0.423,0.681,10,-9.756,1,0.0397,0.0592,0.000177,0.0889,0.559,110.461,160307,4,39.46389,10,1,"1960"
"Born To Be Wild","Wilson Pickett","spotify:track:2U3J6weDBx3HdjQo7BbI47",0.398,0.709,3,-13.047,1,0.034,0.193,2.69e-06,0.146,0.919,156.868,166867,4,30.31099,8,1,"1960"
"La Traviata - Opera in three acts (1992 Digital Remaster), Act I: Dell'invito trascorsa è già l'ora","Giuseppe Verdi","spotify:track:2gbGHal8IaV9GMfLccy5mz",0.344,0.12,9,-22.034,1,0.0714,0.965,0.00115,0.236,0.32,180.219,304933,5,32.64023,13,0,"1960"
"Cara o Cruz","La Sonora Santanera","spotify:track:3cajm8TBDsRGQAL0rrdJ0w",0.748,0.502,2,-7.657,1,0.0457,0.903,0.000123,0.216,0.939,118.091,183467,4,17.25255,8,0,"1960"
"Willow Weep For Me","Chad & Jeremy","spotify:track:2jWmwKhTJIvruGqRq7BJLZ",0.413,0.304,5,-16.244,1,0.0331,0.829,0,0.2,0.424,115.774,155000,4,25.60482,9,1,"1960"
"Batuque De Índio","Ary Lobo","spotify:track:7EBBOgVuXyQKX7d0yEBRX4",0.633,0.806,0,-8.111,1,0.0355,0.723,0,0.148,0.94,107.293,141213,4,22.53259,9,0,"1960"
"Keep Searchin' (We'll Follow The Sun)","Del Shannon","spotify:track:2271qTmPggEs2srV3i4g2e",0.407,0.679,4,-9.465,0,0.0359,0.238,0.929,0.814,0.855,149.195,128973,4,62.34083,7,1,"1960"
"Early In The Morning","Vanity Fare","spotify:track:4gZqRlaWMKcjUFh1Uss8fI",0.55,0.674,7,-6.87,0,0.0344,0.499,0,0.0933,0.88,173.9,164547,4,30.92149,8,1,"1960"
"Zombie Jamboree - Live","Harry Belafonte","spotify:track:1BfTrR9enyE0tZ0zEFgNn1",0.383,0.843,7,-11.448,1,0.852,0.616,0,0.411,0.151,86.481,1009218,4,28.97617,43,0,"1960"
"Patches","Dickey Lee","spotify:track:4jmLzvN8QG9V7C06REIMpf",0.667,0.173,8,-16.231,1,0.0298,0.634,0,0.128,0.296,106.115,189240,3,41.73356,8,1,"1960"
"Aladdin","Bobby Curtola","spotify:track:5VsIsLz4LWBKwmsrHayGLt",0.517,0.777,0,-6.486,1,0.0306,0.284,0,0.142,0.965,141.499,129800,4,48.30521,6,1,"1960"
"Original Faubus Fables","Charles Mingus","spotify:track:4RIgxKmda7Pp8TfpIsqT3a",0.548,0.236,5,-15.493,0,0.228,0.879,0.444,0.145,0.491,126.759,561627,4,21.60833,24,0,"1960"
"Passion Dance","McCoy Tyner","spotify:track:0lELi5BqmUO4hXTFfAUf60",0.473,0.771,1,-8.653,1,0.0457,0.437,0,0.113,0.474,118.943,527427,4,21.80067,22,0,"1960"
"Your Other Love","The Flamingos","spotify:track:1H3v333p3oy1mI6zRS5C05",0.469,0.56,10,-8.372,1,0.0358,0.595,0,0.139,0.961,132.656,165840,4,17.41454,7,1,"1960"
"I'm Gonna Make You Love Me","Dee Dee Warwick","spotify:track:0dmQv5F4dm9nMxX8zz2x34",0.535,0.64,7,-6.6,0,0.0367,0.638,0,0.5,0.584,93.888,181400,4,21.72886,8,1,"1960"
"I've Got To Have A Reason","The Dave Clark Five","spotify:track:65s2XkRfOUdAadGgA9bjGS",0.516,0.644,7,-9.285,1,0.0423,0.00881,0,0.764,0.574,129.702,113075,4,35.29511,6,1,"1960"
"Charlena","The Sevilles","spotify:track:7vcJkzUTxuGvrs14PM6qSY",0.727,0.714,3,-10.063,0,0.0314,0.172,0.0091,0.112,0.963,117.511,168533,4,23.18221,9,1,"1960"
"There But For Fortune","Joan Baez","spotify:track:7qY7QChY4O2D3QhwgvNx8R",0.33,0.097,0,-21.895,0,0.0331,0.91,6.47e-05,0.111,0.129,102.039,196000,4,51.88103,9,1,"1960"
"Gone","The Rip Chords","spotify:track:6tA3SPyCtfuhneMvqv64iL",0.407,0.862,8,-6.193,1,0.124,0.654,2.5e-05,0.811,0.628,123.152,118027,4,38.37664,6,1,"1960"
"You Know What I Mean","The Turtles","spotify:track:5BE7v9I2FUjUnObRAcopIs",0.303,0.637,11,-6.658,1,0.0564,0.743,2.32e-06,0.249,0.748,120.423,122400,4,42.32074,6,1,"1960"
"Portrait Of My Love","Steve Lawrence","spotify:track:6kqgNLFMhMvoYVE5lIiHcE",0.343,0.31,0,-9.097,1,0.0269,0.851,0.000296,0.143,0.292,91.531,175613,4,32.02858,11,1,"1960"
"Harmonica Blues","Sonny Terry","spotify:track:7Dn2rHS7fOK2JsGklO3pIw",0.559,0.244,4,-17.148,1,0.0445,0.922,0.924,0.267,0.613,131.119,282387,4,46.57721,12,0,"1960"
"The Name Game","Shirley Ellis","spotify:track:1wQjtqCtUqvaV6CjPKIGdc",0.753,0.822,5,-7.441,0,0.0805,0.229,5.26e-06,0.165,0.939,81.551,164867,4,48.23024,7,1,"1960"
"If You Wanna Be Happy","Jimmy Soul","spotify:track:7D97JnBT73FWUh9KmRvP9M",0.673,0.866,10,-8.34,1,0.0391,0.695,0.000231,0.328,0.839,93.224,143000,4,47.79761,7,1,"1960"
"Granito De Sal","Los Panchos","spotify:track:0GtOi9CzTsrMvPeMIccXr5",0.861,0.495,0,-8.95,1,0.0314,0.594,0,0.173,0.815,111.251,169067,3,26.72401,12,0,"1960"
"The Popcorn","James Brown","spotify:track:5Nv8GtZ2u87p2RuWoZKZkC",0.704,0.799,8,-8.092,1,0.0437,0.455,0.185,0.124,0.886,120.218,314640,4,19.32218,11,1,"1960"
"You Don't Want My Love","Andy Williams","spotify:track:2It5KW85y1U0G4qlt4Lx1D",0.665,0.546,4,-13.449,1,0.0561,0.688,0,0.132,0.842,112.24,137227,4,30.80621,8,1,"1960"
"After Deserters Killed the Colonel","Maurice Jarre","spotify:track:3Fp2Yel8JDXhcx8KgxKqk1",0.119,0.338,7,-18.535,1,0.04,0.812,0.682,0.152,0.126,168.654,64507,3,16.23762,3,0,"1960"
"Nothing Can Take The Place Of You","Brook Benton","spotify:track:1idNzm7gxK1KmSRFrodkzu",0.403,0.111,7,-18.477,1,0.0335,0.65,0.04,0.127,0.277,136.579,198307,3,31.90732,10,1,"1960"
"Amore mio aiutami - Nave Shake","Piero Piccioni","spotify:track:68IYZRiF9Wwr2EMzdT2n5c",0.399,0.66,3,-11.407,0,0.0986,0.189,0.00697,0.0866,0.773,129.942,188760,4,19.82317,9,0,"1960"
"A Sweet Woman Like You","Joe Tex","spotify:track:2ZAziniVKKou2xrgbJOMfp",0.438,0.253,8,-14.026,1,0.0385,0.731,0,0.0361,0.691,89.251,157400,4,37.79193,8,1,"1960"
"I Like It Like That","The Dave Clark Five","spotify:track:141JrN6glw0cqZwqUanFgO",0.491,0.756,9,-8.769,1,0.108,0.101,0,0.304,0.961,142.198,98027,4,38.79725,4,1,"1960"
"To Love Somebody","The Sweet Inspirations","spotify:track:2MuUExl0s8Vxsl6t8tZLr0",0.57,0.349,2,-11.128,1,0.0364,0.862,0,0.182,0.499,79.187,163653,4,36.79087,8,1,"1960"
"I Adore Him","The Angels","spotify:track:2NGANvM9qjeqrD9Yo9uNHR",0.529,0.796,2,-7.389,1,0.0725,0.482,0.00286,0.135,0.854,127.702,167507,4,31.96012,7,1,"1960"
"Frevo Rasgado","Gilberto Gil","spotify:track:0GBZYxigAV8FB62wR9zeEp",0.502,0.628,2,-10.247,1,0.0321,0.657,0,0.0982,0.886,143.05,113333,4,80.86097,4,0,"1960"
"Where Were You When I Needed You","Jerry Vale","spotify:track:7lPSEIzv0GFZj8KEnaFR75",0.418,0.37,5,-12.8,1,0.0298,0.818,0,0.333,0.567,110.213,153227,4,32.06441,8,1,"1960"
"Maria Joana","Gal Costa","spotify:track:0CZpjxV0BnL0ta9KBB0SKW",0.607,0.169,7,-20.095,1,0.0597,0.883,5.84e-05,0.175,0.38,75.063,101493,3,48.75695,5,0,"1960"
"Ten Commandments","Prince Buster","spotify:track:6RXoA806Vy7clqPkcKiIjx",0.731,0.538,8,-11.013,1,0.0538,0.0704,0.648,0.081,0.908,123.789,208893,4,26.98309,9,1,"1960"
"One","Three Dog Night","spotify:track:4ME2YQNThxEW63fxojzHvN",0.55,0.409,5,-12.702,0,0.0321,0.312,0,0.096,0.405,61.226,185827,4,27.30466,7,1,"1960"
"Here Comes Heaven","Eddy Arnold","spotify:track:2HLjjlg4hfvrgjashHVRmK",0.197,0.291,7,-13.622,1,0.0332,0.86,0.0987,0.564,0.455,185.04,136013,3,45.3107,8,1,"1960"
"It's Nice To Be With You","The Monkees","spotify:track:7nN8COgR76WMRhJro3T0nk",0.538,0.459,2,-8.992,1,0.0268,0.535,0.000868,0.149,0.485,101.384,172853,4,29.19968,11,1,"1960"
"Mockingbird","Aretha Franklin","spotify:track:6IOD0OTFbUK4gaz74sLQNL",0.666,0.537,5,-8.596,1,0.0452,0.784,0,0.632,0.784,122.512,153507,4,26.41489,10,1,"1960"
"Watch Your Step","Bobby Parker","spotify:track:1uhm03Mco8BvXcucnLRtGA",0.526,0.663,9,-5.932,1,0.0279,0.102,8.98e-05,0.234,0.669,97.397,167427,4,39.80203,10,1,"1960"
"It's All In The Game","Cliff Richard","spotify:track:0vntIQmeOMe5ybYfwghVxV",0.429,0.208,2,-16.07,1,0.0301,0.891,4.67e-05,0.158,0.485,107.618,192893,3,46.69242,10,1,"1960"
"Shutters And Boards","Jerry Wallace","spotify:track:6Zjg6ivQ2HdNs9KQKtnH8l",0.514,0.348,8,-13.993,1,0.0308,0.739,0,0.108,0.741,128.98,165693,3,80.97471,4,1,"1960"
"Mon vieux copain","Johnny Hallyday","spotify:track:4PJemfTmOrVXrDGagZfIDG",0.325,0.315,9,-10.737,1,0.0369,0.883,2.09e-05,0.099,0.422,207.284,175573,3,33.28678,8,0,"1960"
"Chapel In The Moonlight","The Bachelors","spotify:track:0IR0Gxgnn4zHeNlrqY8iVp",0.375,0.669,0,-7.424,1,0.0435,0.692,0,0.263,0.698,103.769,124333,4,33.81141,6,1,"1960"
"Carnival (Manha De Carnaval)","Freddie Hubbard","spotify:track:4WMrItiHfMDxV7mZNwUZ5n",0.46,0.402,5,-10.538,0,0.034,0.736,0.379,0.535,0.496,133.781,319400,4,35.88632,16,0,"1960"
"Sun Dog - Remastered","Yusef Lateef","spotify:track:4G2A2IRDvop8EtKXkOSaXN",0.508,0.487,1,-9.463,1,0.0427,0.445,0.458,0.318,0.75,113.826,184733,4,18.4941,11,0,"1960"
"I Love Paris","Elmer Bernstein","spotify:track:4QAVF1IrXzPUYkVMb98OWX",0.649,0.221,0,-17.146,0,0.0453,0.503,0.00363,0.0938,0.536,113.106,139400,4,29.0358,8,0,"1960"
"(New In) The Ways Of Love","Tommy Edwards","spotify:track:4pNXt2MMFvTSBOkOPWjD8r",0.386,0.322,7,-13.018,0,0.032,0.715,0,0.0544,0.508,178.668,159640,3,30.77291,9,1,"1960"
"Rey De Los Cielos","La Sonora Matancera","spotify:track:5rt1lmMQ0lolDm73Q4gZfY",0.523,0.187,9,-8.712,0,0.033,0.896,0,0.084,0.302,107.93,177467,4,41.2685,8,0,"1960"
"Et maintenant","Gilbert Bécaud","spotify:track:7ljux6L94K33WbEM8mKGrf",0.385,0.501,5,-7.245,1,0.0531,0.719,1.83e-05,0.0826,0.527,125.52,225680,4,45.17042,11,0,"1960"
"I Wake Up Crying","Chuck Jackson","spotify:track:3qV19dr5Jy0ORsHXq6peuY",0.529,0.265,0,-11.117,1,0.0262,0.668,0,0.109,0.508,75.134,139773,4,36.67137,6,1,"1960"
"Idylle","Claude Bolling","spotify:track:74LhrRdmdlHPfvPOUmCFa7",0.21,0.421,0,-10.718,0,0.0331,0.651,0.14,0.107,0.233,148.504,94758,4,19.10645,7,0,"1960"
"Magia (Devil Woman)","Trio Melodia","spotify:track:6NYnRxVGd4gpKy0EuNAaNx",0.533,0.291,4,-13.64,1,0.0379,0.929,1.03e-05,0.138,0.669,138.073,136427,4,20.11071,8,0,"1960"
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo","Ludwig van Beethoven","spotify:track:6S9JholJGw0EP1J9INEdDQ",0.299,0.0587,5,-19.532,1,0.0347,0.948,0.601,0.111,0.142,107.444,592867,4,41.79103,24,0,"1960"
"Surf Beat","The Challengers","spotify:track:7v4Bn20KtgtIRyWya8CrFl",0.468,0.835,4,-12.402,0,0.0358,0.0476,0.891,0.08,0.921,163.441,131440,4,16.30747,10,0,"1960"
"Drummin' Up A Storm","Sandy Nelson","spotify:track:1M1dfIMTeh5b0UHqhNeCsA",0.73,0.715,6,-17.952,1,0.0374,0.0277,0.899,0.0401,0.547,99.737,140400,4,30.15525,5,1,"1960"
"Tema di Martin","Maurice Jarre","spotify:track:1kuK3i71ni2HufeF4Z4BXz",0.187,0.372,7,-8.31,1,0.0304,0.724,0.628,0.125,0.303,71.815,205853,3,43.84081,12,0,"1960"
"Have You Looked Into Your Heart","Jerry Vale","spotify:track:5wNgjOGEWjuCd2mj4ynRM9",0.355,0.404,7,-10.12,1,0.029,0.857,1.43e-06,0.354,0.501,75.124,141920,4,29.15655,7,1,"1960"
"Tu, Solo Tú","Maria Dolores Pradera","spotify:track:76XYbwR9Exg8QktSlXl4D9",0.488,0.0954,4,-15.62,1,0.0495,0.924,6.74e-05,0.1,0.298,79.545,187867,4,33.6721,9,0,"1960"
"4 Songs: Majority (or The Masses) - First Stereo Recording","American Symphony Orchestra","spotify:track:2JlLtr3e7gXf2NkcDlqQ0f",0.145,0.248,0,-16.168,1,0.0361,0.952,0.151,0.155,0.0456,78.768,269013,3,28.89719,16,0,"1960"
"These Eyes","Jr. Walker & The All Stars","spotify:track:0G9Fw7UD13Cxfs2rXm46zF",0.47,0.826,10,-5.266,1,0.0362,0.0675,0.000483,0.276,0.465,99.317,214693,4,26.62526,13,1,"1960"
"Gonna Give Her All The Love I've Got","Jimmy Ruffin","spotify:track:1eGPKo73n7rFkTqmQCXq79",0.477,0.368,0,-11.763,1,0.0392,0.574,0,0.415,0.523,134.984,156373,4,32.28622,9,1,"1960"
"Ehi Amico C'è Sabata","Marcello Giombini","spotify:track:2rHAZVJJAv8qe4HXHBbIqg",0.517,0.817,9,-4.013,0,0.0511,0.154,0.817,0.391,0.816,97.477,165253,4,0,0,0,"1960"
"Baudelaire","Serge Gainsbourg","spotify:track:5j9Z3X3FAsyZGEdEptMepT",0.389,0.467,2,-14.261,1,0.279,0.612,0,0.151,0.918,78.283,146307,4,25.26781,6,0,"1960"
"A Noite do Meu Bem","Nelson Gonçalves","spotify:track:2uKvemSinfeoQBtDuvASJP",0.341,0.226,0,-10.133,1,0.0313,0.949,0,0.101,0.277,83.186,196000,4,27.83512,11,0,"1960"
"Mission-Impossible","Lalo Schifrin","spotify:track:0VlxbRzdOyA56BviBK9vkc",0.605,0.789,7,-8.729,0,0.0302,0.411,0.926,0.285,0.855,91.286,152760,4,39.47464,7,1,"1960"
"Orpheo ed Euridice, Wq. 30, Act II: Dance of the Blessed Spirits","Christoph Willibald Gluck","spotify:track:4qg7uptMkSHq8uatbgcP37",0.236,0.0965,2,-25.503,0,0.0524,0.966,0.976,0.134,0.0736,66.73,207107,4,32.32019,12,0,"1960"
"Twist It Up","Chubby Checker","spotify:track:4V9WukPJV3VmOuTXMdYzuc",0.477,0.84,8,-7.11,1,0.118,0.399,3.1e-06,0.604,0.961,184.649,228013,4,23.03226,12,1,"1960"
"Favela","Antônio Carlos Jobim","spotify:track:3PR3ZgYao6eeifFY95lu8u",0.424,0.324,2,-13.973,0,0.0319,0.67,3.42e-05,0.118,0.419,80.451,156360,4,33.9884,10,0,"1960"
"Feelin' So Good (S.k.o.o.b.y-D.o.o)","The Archies","spotify:track:0pP8LPSgYC6HhnBEtJJHrt",0.67,0.451,8,-13.044,1,0.0358,0.0323,8.18e-06,0.335,0.973,124.838,187365,4,112.73109,6,1,"1960"
"Son Of Mr. Green Genes","Frank Zappa","spotify:track:508nyQzhjsNfvVb6d4HM1Q",0.478,0.712,9,-10.915,0,0.0298,0.0546,0.72,0.0974,0.731,98.904,537360,4,61.82924,21,0,"1960"
"Talk That Talk","Jackie Wilson","spotify:track:2UJENcUk6T8kICFcuFtWsA",0.63,0.666,6,-5.444,1,0.051,0.629,0,0.897,0.873,143.998,132947,4,20.93905,7,1,"1960"
"I Promise To Wait My Love","Martha Reeves & The Vandellas","spotify:track:3oBDHEINmsaU8t7hDWrOSr",0.739,0.631,7,-8.601,1,0.0502,0.117,0.268,0.0597,0.901,109.096,126720,4,28.38023,8,1,"1960"
"Milord","Teresa Brewer","spotify:track:5C0W3pVo4NhIORE5fKuMzi",0.67,0.387,11,-9.924,1,0.0319,0.899,2.6e-05,0.354,0.774,107.625,139733,4,60.77654,5,1,"1960"
"Plastic People","Frank Zappa","spotify:track:2Tj6sxZdmyP7FP0e4bEybr",0.418,0.602,9,-9.87,0,0.197,0.0532,0,0.537,0.512,84.756,221467,4,25.22909,7,0,"1960"
"Wednesday's Child","John Barry","spotify:track:3eK6TakmyVSlHBDhs9JiLG",0.277,0.176,5,-16.796,0,0.031,0.953,0.0199,0.0927,0.261,77.958,156120,3,65.10474,6,0,"1960"
"Chattanooga Choo Choo","Floyd Cramer","spotify:track:4OuL5STprD6xGnjIhMDpdh",0.551,0.611,0,-13.021,1,0.0737,0.572,0.67,0.0691,0.87,175.13,123827,4,16.82003,8,1,"1960"
"Tristan and Isolde, Act III: Prelude","Rundfunk Sinfonieorchester Berlin","spotify:track:1h9MwiPjwhRO7fduHIkDb6",0.0936,0.074,9,-22.769,1,0.0364,0.973,0.882,0.122,0.0256,87.439,706200,4,31.60565,27,0,"1960"
"En El Balcón Aquel","La Sonora Matancera","spotify:track:51Nkg9Oh6Xxi5uyIWJizEJ",0.66,0.264,2,-12.593,0,0.037,0.622,0,0.354,0.781,98.929,149200,4,63.15476,6,0,"1960"
"America Drinks & Goes Home","Frank Zappa","spotify:track:5bc2EQr5JuBix93KjmjHKG",0.485,0.671,2,-10.27,1,0.0738,0.61,0.00676,0.546,0.6,119.363,168453,4,47.72731,8,0,"1960"
"Ride Your Pony","Lee Dorsey","spotify:track:5xsXzVOEA83GlDZ14Q74yh",0.922,0.638,3,-10.137,1,0.133,0.465,5.99e-05,0.22,0.866,124.133,172267,4,30.65458,10,1,"1960"
"Drinking Water (Aqua de Beber)","Antônio Carlos Jobim","spotify:track:0d7rAcuh3djewMUKGxyVG8",0.66,0.557,9,-10.925,1,0.029,0.702,0.0412,0.122,0.62,125.463,155440,4,58.69725,7,0,"1960"
"Jelly Roll Gum Drop","Frank Zappa","spotify:track:2MS3IMPNFMWSjjEEYmWXwX",0.432,0.918,9,-11.317,1,0.088,0.026,0,0.206,0.363,153.072,144080,4,16.3761,10,0,"1960"
"Down By The Station","The Four Preps","spotify:track:3kpuidZaDOsLP3YgFi8sxu",0.754,0.442,3,-15.178,1,0.0403,0.324,0,0.0634,0.971,118.641,172067,4,21.57595,7,1,"1960"
"Brouillard (Version 1)","Georges Delerue","spotify:track:3J9iRmkiCnijxC1S5iBhoJ",0.25,0.102,9,-21.45,0,0.0348,0.975,0.896,0.0969,0.158,87.809,124867,3,15.90411,8,0,"1960"
"Trem Fantasma","Os Mutantes","spotify:track:4ZudvHK2Ze0rrsGC3dbOCp",0.308,0.679,2,-4.926,1,0.0472,0.48,4.24e-05,0.105,0.332,126.995,198587,4,24.88498,11,0,"1960"
"Wichita Lineman","Glen Campbell","spotify:track:6V9VCm1zOY2lGR80RehJ9i",0.192,0.392,5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312,186200,4,34.89142,9,1,"1960"
"The Tuft of Flowers","Lesley Frost","spotify:track:28J3TTKNLK0ZJGi38sljRx",0.669,0.134,10,-19.058,1,0.944,0.897,0,0.121,0.429,85.454,169093,5,23.00047,8,0,"1960"
"Alma Llanera","John Buddy Williams","spotify:track:3Y1njlInPxErdyuZJHnVY1",0.41,0.506,0,-17.526,1,0.0482,0.211,0.0266,0.702,0.589,90.933,179827,3,24.70901,11,0,"1960"
"Jealous Heart","Connie Francis","spotify:track:4rTszyh3bsd6xy6UpXsFjl",0.195,0.462,9,-8.715,1,0.0315,0.803,0,0.415,0.472,100.855,154587,4,30.28623,9,1,"1960"
"Il fallait bien","Charles Aznavour","spotify:track:0wJ6gMzhLePF4y1PVef0Uc",0.311,0.365,5,-8.685,0,0.0381,0.832,0,0.339,0.534,116.585,137120,4,23.41071,8,0,"1960"
"Apricot Brandy","Rhinoceros","spotify:track:1OC7vbblA5EzgCZgzuy7GC",0.515,0.915,11,-8.147,1,0.0522,0.0658,0.808,0.0899,0.689,127.885,118440,4,31.86546,5,1,"1960"
"Summertime Love","Harry Belafonte","spotify:track:25AQ4kYad6hts0AIC8XVzb",0.205,0.133,2,-19.508,1,0.034,0.906,0.0301,0.109,0.218,81.74,230643,4,22.89869,15,0,"1960"
"Blues For The Orient - Rudy Van Gelder Remaster","Yusef Lateef","spotify:track:5mbUj1YVHxVzEsSqvGMS6T",0.507,0.385,0,-12.483,1,0.0309,0.692,1.33e-05,0.13,0.283,61.651,334813,4,54.38796,10,0,"1960"
"Deus Brasileiro","Garoto","spotify:track:5OhTj0XuIXLkcVNraUudeR",0.437,0.325,7,-11.998,0,0.0324,0.694,0,0.129,0.701,87.87,114207,4,26.57449,6,0,"1960"
"I Need Love","Barbara Mason","spotify:track:10IBTu8gY4srVpgqSuHz8Q",0.588,0.353,7,-8.431,1,0.0254,0.473,0,0.0877,0.526,84.021,204067,3,46.19856,8,1,"1960"
"String Quartet No. 2 in D Major: III. Nocturne (Arr. A. Harris for Violin & Orchestra)","Alexander Borodin","spotify:track:7Hi4r3EULEJfLrwli8iw5Q",0.252,0.165,9,-17.471,1,0.0442,0.946,0.0638,0.0696,0.114,99.514,346867,3,81.74457,15,0,"1960"
"Give Us Your Blessings","The Shangri-Las","spotify:track:5MrBeFD9PY3pCyB9lfB6Ai",0.62,0.475,1,-10.075,1,0.05,0.815,0.000903,0.281,0.352,114.165,194560,4,19.26429,9,1,"1960"
"The Little Boy","Tony Bennett","spotify:track:4RpzG7AtTknnq1yGNSmo3w",0.231,0.315,5,-10.56,1,0.0369,0.783,0.000652,0.487,0.111,82.815,144400,4,42.53685,7,1,"1960"
"Volta Pra Casa Menina","Ary Lobo","spotify:track:6JUxSrDWgmMhJ0gx8WcnRF",0.641,0.748,9,-8.839,0,0.0453,0.227,0,0.513,0.916,100.843,126733,4,55.5854,5,0,"1960"
"The Door Is Open","Tommy Hunt","spotify:track:3K5ITgUFrFIWgEDM4kBcOk",0.436,0.286,3,-11.957,1,0.0266,0.732,0.00242,0.131,0.347,95.836,160840,3,60.13604,8,1,"1960"
"Fiesta De Besos","Tito Rodriguez","spotify:track:2jfz8BzyjjTtzMoil5074S",0.526,0.43,0,-5.717,1,0.0255,0.741,0.000155,0.171,0.584,95.865,206387,4,33.97414,10,0,"1960"
"Ella Em Deixa - Versión 1965","Joan Manuel Serrat","spotify:track:1njKig3IOYWI7QIV6j33PY",0.395,0.277,11,-12.369,0,0.0319,0.984,0.294,0.185,0.518,135.928,179267,4,18.84942,10,0,"1960"
"Vaseegara","Bombay Jayashri","spotify:track:3vxy9D4qd7TO4j6Gi2zmXo",0.694,0.293,11,-16.278,0,0.0431,0.595,0.0154,0.132,0.637,143.804,299147,4,55.43192,15,0,"1960"
"Dèwèl","Mulatu Astatke","spotify:track:1UANl8jRIh1FqcuV9GATUL",0.274,0.409,1,-14.288,1,0.0369,0.5,4.33e-05,0.147,0.136,152.189,253467,3,28.26537,10,0,"1960"
"'Tis The Last Rose Of Summer","Traditional","spotify:track:7LqTWAztzC4lY3osmgFGxp",0.179,0.0173,1,-24.118,1,0.0395,0.992,0.941,0.125,0.0396,68.059,105107,3,55.11317,4,0,"1960"
"La fille du régiment / Act 2: Ecoutez-moi, de grâce","Gaetano Donizetti","spotify:track:4KJwQDANVawUt4axdNJXfu",0.367,0.109,9,-21.157,1,0.207,0.953,0,0.668,0.119,171.784,416800,5,33.40876,10,0,"1960"
"Nobody But You Babe","Clarence Reid","spotify:track:0LTqGc7UqoOEfyrBrffixC",0.671,0.573,10,-8.574,1,0.0425,0.4,9.99e-06,0.0671,0.944,94.752,169560,4,35.94252,10,1,"1960"
"March Twilight","Louise Bogan","spotify:track:7wJEzldXnn2dFnauLSLCJ7",0.737,0.182,6,-18.721,1,0.918,0.8,0,0.0941,0.302,126.744,57589,4,27.97394,4,0,"1960"
"(Remember Me) I'm The One Who Loves You","Dean Martin","spotify:track:7Jm0gQhWuBMzp0TI4ydm3D",0.475,0.507,1,-13.103,1,0.0372,0.646,1.03e-05,0.24,0.59,113.364,145320,4,43.77227,6,1,"1960"
"Soul Dance Number Three","Wilson Pickett","spotify:track:1f8H6K29EalspWxrA7KDWe",0.726,0.524,9,-9.769,1,0.0401,0.104,0.000128,0.0637,0.867,108.215,162333,4,80.34128,4,1,"1960"
"Francisco Guayabal","Beny Moré","spotify:track:7BnWIMnNLUZpnCSJOmWbDU",0.568,0.513,0,-10.403,1,0.0702,0.743,3.04e-06,0.542,0.869,156.193,143160,4,33.48842,7,0,"1960"
"Walk Tall","2 Of Clubs","spotify:track:43LJans9WhdWz4FEihKu15",0.482,0.496,11,-10.216,1,0.028,0.0119,0,0.174,0.53,139.07,148023,4,38.49953,8,1,"1960"
