"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","Decade"
"Hablame (Chiamami)","Luis Miguel","spotify:track:7w2UnOzIMs5QZRwL0AEJnr",0.253,0.666,9,-6.257,1,0.0428,0.504,0,0.16,0.205,201.247,158386,3,40.35349,6,0,"1990"
"I'll Make Love To You","Boyz II Men","spotify:track:61sQYdFNS6sEBYCyr1q5gn",0.567,0.501,2,-8.038,1,0.0241,0.0995,0,0.0986,0.2,142.589,236773,3,40.16776,11,1,"1990"
"Cantaloop (Flip Fantasia)","US3","spotify:track:2AnTuxahfcAS7dGxGZnihY",0.852,0.655,5,-11.498,0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,279360,4,27.46911,16,1,"1990"
"Don't Know Much","Linda Ronstadt (Featuring Aaron Neville)","spotify:track:5z3ZDMP02xF33yCvPFnct3",0.401,0.285,11,-11.005,1,0.0327,0.657,1.13e-05,0.158,0.267,130.465,211973,4,50.90012,9,1,"1990"
"So Alone","Men At Large","spotify:track:39SV8I6A8knhMZ2yv1LUnM",0.629,0.364,9,-12.721,0,0.0286,0.0754,0,0.0258,0.471,122.083,447547,4,19.27593,20,1,"1990"
"Straight To Your Heart","Bad English","spotify:track:3FUnv761z4m18RjaObRxmV",0.564,0.825,8,-7.081,1,0.0365,0.0877,7.47e-06,0.246,0.585,127.112,249027,4,37.51209,12,1,"1990"
"Sweet Dreams","La Bouche","spotify:track:2wz5weI4PREzpexKfrKgwv",0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,204587,4,30.6894,11,1,"1990"
"Dime Si Me Quieres","Los Gibson Boys","spotify:track:4XKSelJfkbs7KipHzZtmLD",0.584,0.639,7,-7.581,1,0.0291,0.808,0.000142,0.212,0.97,93.417,158707,4,53.77883,8,0,"1990"
"The Angel Song","Great White","spotify:track:1JxRLFVoFx2f7zumJwRDSw",0.594,0.21,9,-17.807,0,0.0293,0.685,0.00184,0.0918,0.099,110.415,291067,4,53.15433,12,1,"1990"
"Fera Ferida","Maria Bethânia","spotify:track:3aRpu8CzSJTeDCNwuqLfTB",0.607,0.417,0,-10.383,1,0.0413,0.472,0,0.114,0.351,124.111,209067,4,22.67711,13,0,"1990"
"Eaten by Time","Unholy","spotify:track:0xzIcsl1f4h0pUlL47V9VR",0.189,0.91,4,-9.177,0,0.0897,1.49e-05,0.0116,0.217,0.362,74.195,291467,4,25.51985,13,0,"1990"
"All Woman","Lisa Stansfield","spotify:track:4ySKy336eck2JSTo52ssnj",0.583,0.338,7,-13.63,0,0.064,0.607,9.86e-06,0.0708,0.378,141.889,317373,4,51.71488,14,1,"1990"
"Wings Of The Morning","Capleton","spotify:track:6NY8PMePZSyy2YPzJlhO7H",0.818,0.769,4,-4.428,0,0.196,0.113,2.35e-05,0.118,0.728,88.015,231667,4,21.26307,12,1,"1990"
"Ditch","The Jon Spencer Blues Explosion","spotify:track:3CzyTczZzTeJsFadFNh2po",0.477,0.979,2,-2.489,1,0.128,0.331,0.238,0.222,0.517,93.631,154933,4,52.49763,7,0,"1990"
"Fim De Semana","Made In Brazil","spotify:track:53cYyo6QeEoUQfGlTMfo7h",0.565,0.859,9,-7.659,1,0.0381,0.165,0.000251,0.124,0.928,121.585,145600,4,22.96979,9,0,"1990"
"Cadeira Vazia","Joanna","spotify:track:0cGbmkpsacIDIAbTCe0mrY",0.436,0.392,9,-12.012,1,0.0592,0.555,2.07e-06,0.109,0.196,93.188,190400,4,37.75246,10,0,"1990"
"Heavy","Collective Soul","spotify:track:3vqt0fEt6I52ANHu7mAlIP",0.535,0.854,1,-6.519,1,0.0368,0.000919,0.00149,0.0676,0.618,106.929,177213,4,43.53735,9,1,"1990"
"Ray Payola","Morcheeba","spotify:track:5asr90As5bXzz4wsZunRcB",0.616,0.79,8,-4.78,0,0.0787,0.246,0.733,0.0913,0.556,80.036,482907,4,51.09534,14,0,"1990"
"Strong Enough","Sheryl Crow","spotify:track:25IRjWUZ60n7KXxcB4DiX9",0.58,0.265,2,-15.267,1,0.0317,0.796,0.00019,0.11,0.583,154.595,189827,3,30.19334,10,1,"1990"
"Rainbow Dreams","Eddie Lang","spotify:track:2cVZ7qqc56cyT8zyiKshbM",0.68,0.292,3,-16.06,1,0.0633,0.915,0.831,0.302,0.494,125.635,169373,4,29.63246,10,0,"1990"
"Heart Like A Wheel","The Human League","spotify:track:4zeqOfeL07KKFiDU8OxCVH",0.587,0.888,7,-10.847,0,0.0328,0.392,0.000911,0.285,0.635,119.987,270173,4,29.23482,13,1,"1990"
"Me Cai De La Nube","Cornelio Reyna","spotify:track:4zlYTXsDIa4Q5pqj1GO1KO",0.523,0.344,10,-9.469,1,0.0501,0.629,0,0.175,0.806,90.978,168533,4,70.22618,7,0,"1990"
"Have You Ever Needed Someone So Bad","Def Leppard","spotify:track:0nf9RjoFTcOzTIXtmzhRuH",0.497,0.726,4,-8.335,1,0.0272,0.0489,8.99e-06,0.049,0.735,136.792,324027,4,41.38306,16,1,"1990"
"Whenever I Hear this Music","The Wiggles","spotify:track:6S1AsNwlXow4NCMV4Z6DiL",0.917,0.5,4,-7.73,1,0.04,0.0183,7.21e-06,0.0593,0.745,111.268,69333,4,24.63746,5,0,"1990"
"Fall Of Another Year (Aug. 69)","CAN","spotify:track:0pgluGSyvRAAf0bl8q8Y5a",0.673,0.532,2,-9.688,1,0.0302,0.524,7.15e-05,0.118,0.44,140.393,203946,4,28.16596,13,0,"1990"
"Arabesque for Clarinet and Piano","Dave Douglas","spotify:track:3IEFOHkh0RaSmHhi4uwxwd",0.322,0.00985,9,-25.983,0,0.0406,0.981,0.937,0.116,0.0563,138.986,245973,4,40.12266,10,0,"1990"
"Backyard Boogie","Mack 10","spotify:track:0Bbd5inN2znpGQkxZbqmmU",0.853,0.603,1,-7.85,1,0.226,0.14,0,0.0783,0.546,95.936,259181,4,40.24975,12,1,"1990"
"New Orleans Stomp","Jim Cullum Jazz Band","spotify:track:6MaEEuzGQOzgJKCj63zVF5",0.509,0.465,3,-15.035,1,0.0443,0.756,0.803,0.89,0.865,125.157,218933,4,46.60603,9,0,"1990"
"Hot Rock","Sleater-Kinney","spotify:track:7of7IbiR9w7lDxsXmqXqoe",0.532,0.737,3,-5.454,0,0.0326,0.181,0.166,0.109,0.18,137.954,197813,4,63.47744,11,0,"1990"
"Burn, Don't Freeze!","Sleater-Kinney","spotify:track:3d6JMPHqt9QXGEG8fzQv1O",0.304,0.968,1,-4.45,1,0.0976,0.244,2.96e-06,0.222,0.543,162.539,200720,4,18.08376,12,0,"1990"
"Heart Of Stone","Taylor Dayne","spotify:track:3V1NOgRn1eTshgG7OiavSl",0.461,0.82,7,-5.324,0,0.0346,0.162,0,0.106,0.602,186.045,257160,4,20.93807,14,1,"1990"
"Little Rock Getaway","Alan Munde","spotify:track:1SNna3cC2dletFONDqMn8e",0.547,0.506,0,-13.726,1,0.0393,0.728,0.869,0.254,0.956,120.78,166000,4,15.7487,8,0,"1990"
"My Favorite Girl","Dave Hollister","spotify:track:7hWod2nZxzIewqWEw45iUR",0.655,0.662,8,-4.733,0,0.0537,0.434,0,0.152,0.613,120,332973,4,47.96613,16,1,"1990"
"In My Human Slaughterhouse","Exhumed","spotify:track:56j5ZAybfNNQ5jYriNqVi6",0.198,0.914,1,-6.294,1,0.132,2.79e-06,0.857,0.14,0.326,98.089,121933,4,41.48689,7,0,"1990"
"Latin Active","Lighter Shade Of Brown Featuring Teardrop & Shiro","spotify:track:5miJeYpwbtZLo9ryB4hpFM",0.938,0.628,4,-7.587,0,0.158,0.0364,0,0.33,0.758,119.996,211733,4,24.67253,10,1,"1990"
"Concerto for Harpsichord, Strings, and Continuo No.4 in A, BWV 1055 - piano performance: 3. Allegro ma non tanto","Johann Sebastian Bach","spotify:track:49cpsEiTDw6Zd8onOGdUuy",0.397,0.138,9,-22.396,1,0.0384,0.991,0.918,0.149,0.632,143.31,263000,3,48.2394,15,0,"1990"
"This D.J.","Warren G","spotify:track:2ImuQo1g14CTR9hZAZD3aQ",0.803,0.444,6,-10.268,0,0.132,0.031,0.0227,0.112,0.584,92.035,203027,4,47.6118,9,1,"1990"
"Analogue Rock","Stereolab","spotify:track:6bCqUryAdyRR8ATRCxyfmG",0.347,0.443,4,-14.969,1,0.0341,4.75e-06,0.0951,0.0731,0.371,140.845,253067,4,30.30699,10,0,"1990"
"The Rage","Judas Priest","spotify:track:4av8cCnjmxtmXfXwsdcv9S",0.342,0.76,9,-6.136,0,0.0704,0.00476,0.0116,0.126,0.534,155.519,284307,4,38.64706,12,0,"1990"
"Tonite's Tha Night","Kris Kross","spotify:track:53Bg1jmAmZ2dv1XwKYjDqo",0.743,0.523,5,-5.456,0,0.103,0.0231,0.0309,0.0701,0.789,90.974,199293,4,23.6314,8,1,"1990"
"Olvidalo","Roberto Jordan","spotify:track:1YV2x2CO0KiTxPXLPEnKX9",0.708,0.426,2,-13.3,1,0.0286,0.574,0,0.0604,0.775,130.142,165400,4,38.20581,10,0,"1990"
"Landslide","Fleetwood Mac","spotify:track:5ihS6UUlyQAfmp48eSkxuQ",0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4,52.72582,8,1,"1990"
"Pobre Menina","Decada Explosiva Romantica","spotify:track:00NaoEJBicM8gkgPZtFLB6",0.75,0.472,7,-12.914,1,0.0418,0.0395,0.00165,0.0669,0.712,123.4,159667,4,29.52393,7,0,"1990"
"Roots, Rock, Reggae","Antidoping","spotify:track:1KtRtB9OJjz8iYm2CnOeTG",0.728,0.645,7,-8.258,0,0.0612,0.000325,0.325,0.195,0.854,151.702,312800,4,37.62799,13,0,"1990"
"In My Bed","Dru Hill","spotify:track:0IBgCsG8dRnUtveiIaoFHF",0.828,0.654,10,-7.674,0,0.226,0.106,0,0.0689,0.817,95.254,242360,4,37.03089,12,1,"1990"
"I Believe","Blessid Union Of Souls","spotify:track:7qnNnQTGxdzI2wZWpa0vDD",0.491,0.458,11,-8.159,1,0.027,0.653,0,0.164,0.238,141.724,267447,4,51.861,13,1,"1990"
"Digging In The Dirt","Peter Gabriel","spotify:track:5tZr0hfXpFCp6Kej0Q7lZv",0.713,0.729,1,-8.218,1,0.0711,0.219,0.00233,0.141,0.538,80.934,318013,4,68.87266,12,1,"1990"
"Love Me Good","Michael W. Smith","spotify:track:4ynh61vZS9j5L6xC63U11q",0.652,0.931,7,-8.01,1,0.0612,0.000654,2.13e-05,0.0697,0.578,110.253,281200,4,18.86398,11,1,"1990"
"Für Alina","Arvo Pärt","spotify:track:2Lio4KTzsA8BPLhXmyo4CQ",0.476,0.000707,11,-36.606,0,0.164,0.864,0.299,0.104,0.27,68.309,647973,4,17.20999,29,0,"1990"
"Rubberband Girl","Kate Bush","spotify:track:6d77bS8aW1nnIoAbyMTri1",0.625,0.786,1,-9.377,1,0.0291,0.0765,0.416,0.205,0.898,120.094,282200,4,40.75431,13,1,"1990"
"I Will Get There","Boyz II Men","spotify:track:7kSnTetIKAJZpKV2kEBHsv",0.551,0.284,1,-13.704,1,0.0287,0.805,0,0.113,0.527,109.831,260840,4,52.79114,8,1,"1990"
"Here It Comes","MC Serch","spotify:track:2S6NTY06U086L5o97sxlAG",0.82,0.536,1,-12.207,1,0.111,0.0105,8.59e-05,0.0995,0.382,112.409,211093,4,78.00674,8,1,"1990"
"Dorothée Rock","Dorothée","spotify:track:4nrTSOcwCHDjPq2RIyElY1",0.325,0.966,7,-11.776,1,0.164,0.503,8.65e-05,0.928,0.298,168.081,221400,4,48.88206,8,0,"1990"
"Brown Sugar","D'Angelo","spotify:track:7AjfklMN4WpQYz5FkT4E66",0.815,0.364,8,-11.834,0,0.089,0.14,0.0255,0.121,0.723,84.898,346267,4,100.55421,13,1,"1990"
"I Am A Rock","Red House Painters","spotify:track:5M8qROuH1vfX00NDYk8jQ6",0.627,0.443,0,-12.267,1,0.0259,0.106,0.283,0.108,0.282,92.976,332627,4,26.04176,14,0,"1990"
"Bowlegs","Funk Inc.","spotify:track:4495pOYeR0PgMIFFuY9IoE",0.768,0.551,7,-15.524,0,0.0345,0.477,0.66,0.0579,0.904,130.919,476800,4,27.77006,20,0,"1990"
"Jeanine I Dream Of Lilac Time","Eddie Lang","spotify:track:4EsPb8b4mAiQOPaIahpYJ1",0.651,0.158,10,-19.605,0,0.0368,0.941,0.73,0.26,0.412,110.612,172040,3,66.45074,6,0,"1990"
"What's On Tonight","Montell Jordan","spotify:track:1q3C05jegoKRuU1biZtVxv",0.826,0.447,5,-11.535,1,0.0442,0.33,3.2e-06,0.126,0.434,111.806,276653,4,48.59597,11,1,"1990"
"The Natives Are Restless","The Halibuts","spotify:track:6ZNNEo3BaXVZt70OWv3iOQ",0.256,0.822,8,-13.883,0,0.0371,0.0158,0.881,0.376,0.88,98.739,149600,4,30.77822,7,0,"1990"
"Cry Me a River","Carl-Henrik Norin","spotify:track:4UYn5NBO3FIrksR1hURPXN",0.504,0.271,2,-11.29,1,0.0613,0.836,0.364,0.0982,0.443,84.012,165680,4,22.86961,8,0,"1990"
"Baby I'm For Real/Natural High","After 7","spotify:track:3sNb8tbLBLo00qDUAyuG0N",0.475,0.79,6,-7.205,1,0.0627,0.0446,0,0.408,0.383,156.758,307293,3,50.37415,10,1,"1990"
"She's In Love","Mark Wills","spotify:track:3pVaB3toB6yro9Drn7Bryi",0.594,0.34,0,-15.155,1,0.0281,0.251,8.81e-05,0.683,0.221,105.031,272431,4,42.40115,13,1,"1990"
"November Rain","Guns N' Roses","spotify:track:3YRCqOhFifThpSRFJ1VWFM",0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4,40.4662,15,1,"1990"
"Games","Chuckii Booker","spotify:track:1zyqa3Hv2KpCGz8L9AirJi",0.642,0.422,10,-13.782,0,0.046,0.0393,0.0101,0.107,0.642,185.834,325600,4,54.90199,13,1,"1990"
"Sometimes","Britney Spears","spotify:track:1UI0l2L66HJ9AtoEOlHzv4",0.745,0.742,10,-5.693,1,0.0259,0.42,0,0.102,0.806,95.996,245067,4,48.13902,8,1,"1990"
"Ships On The Ocean","Junior Wells","spotify:track:28fsOjMzmiw6iphB2ty19x",0.533,0.109,9,-17.54,1,0.0778,0.638,0.000739,0.0934,0.442,181.388,249627,3,126.26932,10,0,"1990"
"Adia","Sarah McLachlan","spotify:track:0rl84FuazRHYmK72krdmA1",0.526,0.37,3,-10.535,1,0.025,0.722,0,0.157,0.251,76.002,244667,4,29.91744,8,1,"1990"
"Ghost","Neutral Milk Hotel","spotify:track:6CdDTczPGeI9sdznpTmYEZ",0.192,0.943,4,-4.059,1,0.0826,0.0245,7.61e-06,0.135,0.223,136.447,248573,4,29.1079,13,0,"1990"
"Feels Like Heaven","Peter Cetera (Duet With Chaka Khan)","spotify:track:2IHO9dXnPui6yBrRF5WkbT",0.513,0.478,8,-9.216,1,0.0318,0.359,0.00228,0.0961,0.183,83.217,290160,4,38.24851,10,1,"1990"
"Positive Progress","Andy Clark","spotify:track:0ygbBtOG7JGMGx82dYJ7d5",0.57,0.469,9,-15.73,0,0.0378,0.986,0.784,0.1,0.645,169.829,152173,1,40.23207,8,0,"1990"
"Life Goes On","Poison","spotify:track:2OWKsyrgUINadOG21dR0Fh",0.404,0.779,1,-3.199,1,0.0298,0.0181,0.00139,0.0929,0.373,78.838,287533,4,32.68828,10,1,"1990"
"Think","Information Society","spotify:track:64yIaFCowR38sgkSF3DV0l",0.622,0.72,0,-13.475,1,0.0464,3.42e-05,0.00301,0.323,0.903,120.945,234880,4,21.38665,6,1,"1990"
"Organ Grinder Blues","Muggsy Spanier","spotify:track:2MW9toRHv82GOD8Ecp4cOi",0.511,0.226,5,-18.323,1,0.276,0.935,0.221,0.119,0.826,82.86,182267,4,105.69447,5,0,"1990"
"Sweet Dream","Richard Elliot","spotify:track:2etEbqMkhlWBJihaT8J3mh",0.35,0.354,0,-13.344,1,0.0272,0.046,0.711,0.132,0.417,173.94,280067,4,33.89235,14,0,"1990"
"Nas Is Like","Nas","spotify:track:3gY6tiCNsuVi6s8kPV6aQg",0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94,237027,4,21.24026,13,1,"1990"
"Blue Groove Freestyle","Liquid Soul","spotify:track:2gU2PgDa5EhtXAnS09FUZa",0.691,0.841,10,-9.301,0,0.228,0.0402,0,0.917,0.755,104.485,581133,4,26.5916,27,0,"1990"
"Did I Shave My Legs For This?","Deana Carter","spotify:track:3rlU8GywVlHOd09sfzOLx8",0.638,0.413,9,-5.759,1,0.0256,0.4,0,0.0845,0.334,89.126,192773,3,32.23775,13,1,"1990"
"Enemies of Creation","All Out War","spotify:track:3KsrfNGOQZHvn818jvgLYF",0.352,0.942,2,-7.626,1,0.075,1.14e-05,0.0118,0.197,0.558,135.236,209987,4,37.88457,9,0,"1990"
"I Want You","Jody Watley","spotify:track:107SXFI9bljwFSAMUSJpQK",0.723,0.764,11,-7.469,0,0.0373,0.0769,0,0.0816,0.851,104.087,244600,4,73.93459,9,1,"1990"
"Organ Donor","DJ Shadow","spotify:track:6TdnvxC5E146AXv1doDshO",0.61,0.571,1,-7.136,0,0.0315,0.837,0.743,0.15,0.909,106.185,117240,4,39.89068,5,0,"1990"
"Rubina's Blue Sky of Happiness","Joe Satriani","spotify:track:5otj25gLtQmvHlCTz5UAnY",0.489,0.527,4,-9.435,1,0.0247,0.00759,0.804,0.204,0.0846,96.429,370427,4,23.2321,17,0,"1990"
"Staring At The Sun","U2","spotify:track:3fsTb3a8l5kJrtzpl04Ljr",0.533,0.702,9,-8.504,0,0.0265,0.0549,0.0221,0.27,0.515,140.201,276800,4,51.92991,13,1,"1990"
"Hurt","The Mobile Homes","spotify:track:4BqdmKzvttR1dq0mdqPdKG",0.568,0.86,7,-11.196,0,0.0302,0.381,0.015,0.0989,0.543,121.723,279427,4,41.73946,10,0,"1990"
"Bucktown","Smif-N-Wessun","spotify:track:5fyRqeycMofUoGmDis5Gu6",0.769,0.836,8,-4.15,1,0.244,0.0618,0,0.182,0.651,88.978,237720,4,64.95334,11,1,"1990"
"Hold You Tight","Tara Kemp","spotify:track:0otWaD7P1jqYsb0qSHNo6J",0.739,0.675,1,-9.194,1,0.0444,0.0545,0.0112,0.0632,0.643,100.054,284345,4,66.63336,13,1,"1990"
"Blue Seven","Liquid Mind","spotify:track:1GyODtIqjM5AO3z5dEJwRg",0.0576,0.169,10,-20.216,1,0.0484,0.903,0.966,0.117,0.031,50.838,760053,4,28.87898,40,0,"1990"
"Deeper Than the Usual Feeling","Beborn Beton","spotify:track:3Wl6iQtebZkLQhdJ5MRWpR",0.682,0.873,2,-8.526,0,0.0421,0.071,0.086,0.0885,0.649,120.048,282200,4,32.95291,11,0,"1990"
"Pony","Ginuwine","spotify:track:6mz1fBdKATx6qP4oP1I65G",0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4,28.91454,10,1,"1990"
"Ai, ai, ai...","Os Pedrero","spotify:track:7xeCw4EcyumaxEUBUbML2q",0.284,0.945,4,-4.877,1,0.0829,0.212,0.0221,0.411,0.243,96.186,59480,4,10.83824,3,0,"1990"
"One","Creed","spotify:track:42T2QQv3xgBlpQxaSP7lnK",0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,4,60.21001,9,1,"1990"
"Through The Rain","Tanya Blount","spotify:track:7lVEDSLP9MIhViYNV0oVtb",0.679,0.494,5,-8.894,0,0.0405,0.0568,1.31e-05,0.0441,0.561,150.126,310493,4,36.7167,15,1,"1990"
"Undercurrent","Jami Sieber","spotify:track:4cXOyznuUBdWU3G6IgQ6Tr",0.428,0.508,5,-13.628,1,0.0393,0.401,0.536,0.134,0.323,104.987,334093,4,26.94725,14,0,"1990"
"When Can I See You","Babyface","spotify:track:2zItQNJrVrTioXTXWiI2ed",0.754,0.472,8,-11.787,1,0.0807,0.257,2.09e-05,0.121,0.613,169.199,229600,4,49.78116,10,1,"1990"
"I'll Be By Your Side","Stevie B","spotify:track:2vLqcLdmxc5CPQSYplqU2s",0.628,0.42,5,-12.032,0,0.0376,0.427,0,0.158,0.277,122.282,300307,4,47.78113,11,1,"1990"
"Santum","Buckethead","spotify:track:4AS9NLbqaVbfWc9ljOBL0P",0.511,0.675,9,-6.564,1,0.026,0.0229,0.749,0.107,0.769,174.002,221600,4,39.83455,10,0,"1990"
"Always April","Alison's Halo","spotify:track:6D2uNNXZRVjOnY9IxkjaaR",0.242,0.416,7,-8.988,1,0.0301,0.00229,0.839,0.401,0.079,79.094,345991,4,31.61932,12,0,"1990"
"Solo For Volce 2: With Simultaneous Performance Of Solo For Piano - With Simultaneous Performance Of Solo For Piano","John Cage","spotify:track:0gDjFAFC37P6dw27wHAKUH",0.117,0.0408,1,-31.648,1,0.0585,0.936,0.00203,0.96,0.0354,66.084,456400,3,28.40922,21,0,"1990"
"Giving Him Something He Can Feel","En Vogue","spotify:track:4htbAEZWr53J08x3dUv00W",0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,235707,3,21.62352,9,1,"1990"
"Narrative Of Soul Against Soul","AFI","spotify:track:69zFVq4NkAhjiYGdznM23B",0.23,0.991,11,-5.102,0,0.0696,8.57e-05,0.00163,0.44,0.488,158.247,149907,4,40.18566,8,0,"1990"
"Moon And Sand","Gil Evans","spotify:track:0qZF66paTfzKODcN93o3xH",0.657,0.256,7,-22.018,0,0.0473,0.949,0.918,0.107,0.684,125.744,254133,4,31.63356,14,0,"1990"
"Breathe Again","Toni Braxton","spotify:track:1xFliXOpcu7E89AsDAZ7JV",0.689,0.677,0,-6.36,1,0.0326,0.0704,0,0.0877,0.259,153.919,269173,4,29.83562,13,1,"1990"
"The Lion Sleeps Tonight (Wimoweh)","The Tokens","spotify:track:2F4FNcz68howQWD4zaGJSi",0.321,0.474,5,-9.383,1,0.0348,0.743,0,0.204,0.804,121.199,162093,4,33.75838,9,1,"1990"
"I Swear","All-4-One","spotify:track:4WUnM4KNZ0kjp0CUeoyOnS",0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,259853,4,35.88568,12,1,"1990"
"Bump N' Grind","R. Kelly","spotify:track:0DBIL8arX0Zo6eAuxNIpik",0.621,0.481,11,-8.016,1,0.0371,0.0984,0,0.241,0.679,65.004,256133,4,30.09277,8,1,"1990"
"Around The World","Daft Punk","spotify:track:1pKYYY0dkg23sQQXi0Q5zN",0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,429533,4,65.2869,16,1,"1990"
"Böga Vröv","Vrävarna","spotify:track:2vYyAIP7vTyP0tcB1nZbfn",0.298,0.722,7,-7.213,1,0.0824,2.46e-05,0.11,0.29,0.49,113.721,147533,3,25.59526,5,0,"1990"
"Can You Feel The Love Tonight (From ""The Lion King"")","Elton John","spotify:track:0EANX0OVKSCcmarY50Xa4p",0.309,0.181,10,-17.022,1,0.0337,0.87,0.000279,0.118,0.146,124.711,241013,4,27.2055,12,1,"1990"
"Solamente Tu","Super Grupo Colombia","spotify:track:3tZdiIHIIEuhqHktgiCM3s",0.712,0.495,2,-8.073,1,0.034,0.129,1.32e-06,0.137,0.81,98.137,201074,4,42.81664,10,0,"1990"
"Misty","Stan Getz","spotify:track:4Mdo6FZj42vID4oDi6P4ZW",0.328,0.0421,6,-22.933,1,0.0426,0.993,0.525,0.0964,0.179,52.793,323227,4,22.80327,13,0,"1990"
"Round And Round","Tevin Campbell","spotify:track:7mjTuZkE1XkJnco5bVsZCf",0.79,0.591,7,-8.805,1,0.0935,0.00335,0.00733,0.0338,0.725,107.197,293053,4,36.8168,10,1,"1990"
"Your Love Keeps Working On Me","Jody Watley","spotify:track:5aKffgtKHn3KwuOchRuBIp",0.722,0.782,10,-6.99,0,0.0447,0.0353,4.24e-05,0.0792,0.721,101.11,279000,4,74.32393,12,1,"1990"
"Floatin' On Your Love","The Isley Brothers Featuring Angela Winbush","spotify:track:3ZGQj5ctvHDg8M66psz0PY",0.653,0.373,11,-7.758,0,0.0578,0.677,0.00534,0.119,0.789,90.309,249067,4,39.13759,10,1,"1990"
"The Eagle Has Landed","Steel Prophet","spotify:track:2Ii5QWNlKigRMq6iT8SbXv",0.314,0.911,4,-3.815,0,0.0703,0.000237,0.0224,0.0737,0.194,133.636,416120,4,58.51259,17,0,"1990"
"On & On","Erykah Badu","spotify:track:0tNuJpBgtE65diL6Q8Q7fI",0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,226133,4,28.79356,9,1,"1990"
"Somebody's Crying","Chris Isaak","spotify:track:3oLHKGV6TZc2NCUk4wEOA7",0.539,0.579,5,-8.058,1,0.0291,0.231,0.0212,0.265,0.718,114.339,168280,4,51.83514,9,1,"1990"
"Samba de Verao (Summer Samba)","Ana Caram","spotify:track:4fN1qadnW2jCz7epsNElKa",0.641,0.185,6,-20.846,0,0.0561,0.971,0.000279,0.0945,0.602,129.275,205467,4,30.84791,11,0,"1990"
"Body Of Christ","Nausea","spotify:track:2ZT4hUcbLf08fWOnTzyuXm",0.18,0.968,2,-7.735,1,0.155,2.14e-06,0.0489,0.412,0.24,157.226,276627,4,38.72929,10,0,"1990"
"Lifestyles Of The Rich And Shameless","Lost Boyz","spotify:track:6qatELslus1BTsjWGJqlLL",0.732,0.656,2,-10.322,1,0.188,0.00143,0,0.0787,0.567,92.337,260760,4,23.64704,10,1,"1990"
"Todo El Amor Del Mundo","Luis Miguel","spotify:track:0zuQ0YFT0dNvzmJzL7S50c",0.516,0.962,9,-4.426,1,0.0584,0.224,0.0358,0.228,0.837,144.767,159635,4,34.30876,6,0,"1990"
"For the Good of Them","Rev. Milton Brunson","spotify:track:06oJV1a6Rb0WFruWJpTZhc",0.234,0.402,6,-14.535,1,0.0407,0.764,2.11e-06,0.751,0.227,79.82,403667,4,22.36657,17,0,"1990"
"Spasms","Funk Inc.","spotify:track:6VcJGPuQyMo2gUfelGzJjb",0.744,0.511,10,-10.783,0,0.0348,0.447,0.905,0.0494,0.786,101.114,376400,4,24.67055,15,0,"1990"
"Xtal","Aphex Twin","spotify:track:7o2AeQZzfCERsRmOM86EcB",0.51,0.505,9,-13.053,0,0.0344,0.342,0.96,0.117,0.318,114.532,293752,4,34.43851,8,0,"1990"
"Playa Playa","Big Mike","spotify:track:6mSRu8sWqhfv1JCkon0MiS",0.454,0.723,2,-8.359,1,0.331,0.095,0,0.153,0.559,75.928,284640,4,52.45523,13,0,"1990"
"In Walked Bud - Live","Stanley Cowell","spotify:track:43QkDKs1zUtcfeI8Am4stX",0.541,0.309,5,-20.727,0,0.0516,0.777,0.837,0.683,0.61,117.217,311773,4,53.60651,10,0,"1990"
"Bonnie And Clyde","Brigitte Bardot","spotify:track:358jMpTqOfIOYjpcg2Ig2j",0.349,0.575,5,-12.029,1,0.0546,0.0064,0.242,0.122,0.565,97.236,256000,4,36.09572,13,0,"1990"
"Celebration/Take Your Chance","Fun Factory","spotify:track:22o7oKsDKs8aBTxJfADhyw",0.53,0.884,6,-9.811,0,0.0679,0.00357,0.0207,0.554,0.179,148.03,452200,4,24.71924,18,1,"1990"
"Lurking in the Darkness","Nobuo Uematsu","spotify:track:2bfqzleaeSeI1S51AmnHlt",0.639,0.174,4,-14.622,0,0.0376,0.809,0.952,0.103,0.0383,117.117,153627,3,49.08654,7,0,"1990"
"Diaraby (with Ry Cooder)","Ali Farka Touré","spotify:track:1WmRNq13XPvbmIRcZljM3D",0.555,0.275,7,-18.638,0,0.0359,0.783,0.0671,0.0829,0.335,142.7,446827,4,44.66428,16,0,"1990"
